time_ms,ax,ay,az
17,-0.0,-0.0,-0.0
41,-0.0,-0.0,-0.0
66,-0.0,-0.0,-0.0
91,-0.0,-0.0,-0.0
115,-0.0,-0.0,-0.0
144,-0.0,-0.0,-0.0
169,-0.0,-0.0,-0.0
193,-0.0,-0.0,-0.0
218,-0.0,-0.0,-0.0
242,-0.0,-0.0,-0.0
266,-0.0,-0.0,-0.0
291,-0.0,-0.0,-0.0
316,-0.0,-0.0,-0.0
341,-0.0,-0.0,-0.0
365,-0.0,-0.0,-0.0
389,-0.0,-0.0,-0.0
418,-0.0,-0.0,-0.0
443,-0.0,-0.0,-0.0
467,-0.0,-0.0,-0.0
492,-0.0,-0.0,-0.0
516,-0.0,-0.0,-0.0
541,-0.0,-0.0,-0.0
565,-0.0,-0.0,-0.0
590,-0.0,-0.0,-0.0
615,-0.0,-0.0,-0.0
639,-0.0,-0.0,-0.0
668,-0.0,-0.0,-0.0
693,-0.0,-0.0,-0.0
717,-0.0,-0.0,-0.0
742,-0.0,-0.0,-0.0
766,-0.0,-0.0,-0.0
791,-0.0,-0.0,-0.0
816,-0.0,-0.0,-0.0
840,-0.0,-0.0,-0.0
864,-0.0,-0.0,-0.0
889,-0.0,-0.0,-0.0
918,-0.0,-0.0,-0.0
942,-0.0,-0.0,-0.0
967,-0.0,-0.0,-0.0
992,-0.0,-0.0,-0.0
1016,-0.0,-0.0,-0.0
1041,-0.0,-0.0,-0.0
1065,-0.0,-0.0,-0.0
1090,-0.0,-0.0,-0.0
1114,-0.0,-0.0,-0.0
1139,-0.0,-0.0,-0.0
1168,-0.0,-0.0,-0.0
1192,-0.0,-0.0,-0.0
1217,-0.0,-0.0,-0.0
1241,-0.0,-0.0,-0.0
1266,-0.0,-0.0,-0.0
1290,-0.0,-0.0,-0.0
1315,-0.0,-0.0,-0.0
1340,-0.0,-0.0,-0.0
1364,-0.0,-0.0,-0.0
1389,-0.0,-0.0,-0.0
1417,-0.0,-0.0,-0.0
1442,-0.0,-0.0,-0.0
1466,-0.0,-0.0,-0.0
1491,-0.0,-0.0,-0.0
1516,-0.0,-0.0,-0.0
1540,-0.0,-0.0,-0.0
1565,-0.0,-0.0,-0.0
1590,-0.0,-0.0,-0.0
1614,-0.0,-0.0,-0.0
1639,-0.0,-0.0,-0.0
1664,-0.0,-0.0,-0.0
1692,-0.0,-0.0,-0.0
1716,-0.0,-0.0,-0.0
1741,-0.0,-0.0,-0.0
1766,-0.0,-0.0,-0.0
1790,-0.0,-0.0,-0.0
1815,-0.0,-0.0,-0.0
1839,-0.0,-0.0,-0.0
1864,-0.0,-0.0,-0.0
1888,-0.0,-0.0,-0.0
1913,-0.0,-0.0,-0.0
1942,-0.0,-0.0,-0.0
1966,-0.0,-0.0,-0.0
1991,-0.0,-0.0,-0.0
2015,-0.0,-0.0,-0.0
2040,-0.0,-0.0,-0.0
2064,-0.0,-0.0,-0.0
2090,-0.0,-0.0,-0.0
2114,-0.0,-0.0,-0.0
2139,-0.0,-0.0,-0.0
2163,-0.0,-0.0,-0.0
2192,-0.0,-0.0,-0.0
2216,-0.0,-0.0,-0.0
2241,-0.0,-0.0,-0.0
2265,-0.0,-0.0,-0.0
2290,-0.0,-0.0,-0.0
2314,-0.0,-0.0,-0.0
2339,-0.0,-0.0,-0.0
2364,-0.0,-0.0,-0.0
2388,-0.0,-0.0,-0.0
2413,-0.0,-0.0,-0.0
2454,-0.0,-0.0,-0.0
2486,-0.0,-0.0,-0.0
2519,-0.0,-0.0,-0.0
2548,-0.0,-0.0,-0.0
2580,-0.0,-0.0,-0.0
2606,-0.0,-0.0,-0.0
2634,-0.0,-0.0,-0.0
2659,-0.0,-0.0,-0.0
2683,-0.0,-0.0,-0.0
2708,-0.0,-0.0,-0.0
2733,-0.0,-0.0,-0.0
2757,-0.0,-0.0,-0.0
2781,-0.0,-0.0,-0.0
2806,-0.0,-0.0,-0.0
2839,-0.0,-0.0,-0.0
2872,-0.0,-0.0,-0.0
2904,-0.0,-0.0,-0.0
2937,-0.0,-0.0,-0.0
2966,-0.0,-0.0,-0.0
2998,-0.0,-0.0,-0.0
3031,-0.0,-0.0,-0.0
3060,-0.0,-0.0,-0.0
3093,-0.0,-0.0,-0.0
3121,-0.0,-0.0,-0.0
3154,-0.0,-0.0,-0.0
3187,-0.0,-0.0,-0.0
3211,-0.0,-0.0,-0.0
3236,-0.0,-0.0,-0.0
3260,-0.0,-0.0,-0.0
3285,-0.0,-0.0,-0.0
3311,-0.0,-0.0,-0.0
3335,-0.0,-0.0,-0.0
3359,-0.0,-0.0,-0.0
3383,-0.0,-0.0,-0.0
3412,-0.0,-0.0,-0.0
3441,-0.0,-0.0,-0.0
3474,-0.0,-0.0,-0.0
3502,-0.0,-0.0,-0.0
3535,-0.0,-0.0,-0.0
3568,-0.0,-0.0,-0.0
3593,-0.0,-0.0,-0.0
3617,-0.0,-0.0,-0.0
3641,-0.0,-0.0,-0.0
3666,-0.0,-0.0,-0.0
3690,-0.0,-0.0,-0.0
3715,-0.0,-0.0,-0.0
3740,-0.0,-0.0,-0.0
3764,-0.0,-0.0,-0.0
3793,-0.0,-0.0,-0.0
3818,-0.0,-0.0,-0.0
3842,-0.0,-0.0,-0.0
3867,-0.0,-0.0,-0.0
3891,-0.0,-0.0,-0.0
3916,-0.0,-0.0,-0.0
3941,-0.0,-0.0,-0.0
3965,-0.0,-0.0,-0.0
3990,-0.0,-0.0,-0.0
4014,-0.0,-0.0,-0.0
4043,-0.0,-0.0,-0.0
4068,-0.0,-0.0,-0.0
4092,-0.0,-0.0,-0.0
4116,-0.0,-0.0,-0.0
4141,-0.0,-0.0,-0.0
4167,-0.0,-0.0,-0.0
4191,-0.0,-0.0,-0.0
4215,-0.0,-0.0,-0.0
4240,-0.0,-0.0,-0.0
4264,-0.0,-0.0,-0.0
4292,-0.0,-0.0,-0.0
4317,-0.0,-0.0,-0.0
4342,-0.0,-0.0,-0.0
4366,-0.0,-0.0,-0.0
4391,-0.0,-0.0,-0.0
4416,-0.0,-0.0,-0.0
4440,-0.0,-0.0,-0.0
4464,-0.0,-0.0,-0.0
4497,-0.0,-0.0,-0.0
4526,-0.0,-0.0,-0.0
4560,-0.0,-0.0,-0.0
4592,-0.0,-0.0,-0.0
4616,-0.0,-0.0,-0.0
4641,-0.0,-0.0,-0.0
4666,-0.0,-0.0,-0.0
4690,-0.0,-0.0,-0.0
4714,-0.0,-0.0,-0.0
4739,-0.0,-0.0,-0.0
4764,-0.0,-0.0,-0.0
4793,-0.0,-0.0,-0.0
4817,-0.0,-0.0,-0.0
4842,-0.0,-0.0,-0.0
4866,-0.0,-0.0,-0.0
4891,-0.0,-0.0,-0.0
4915,-0.0,-0.0,-0.0
4948,-0.0,-0.0,-0.0
4977,-0.0,-0.0,-0.0
5010,-0.0,-0.0,-0.0
5038,-0.0,-0.0,-0.0
5071,-0.0,-0.0,-0.0
5104,-0.0,-0.0,-0.0
5137,-0.0,-0.0,-0.0
5166,-0.0,-0.0,-0.0
5198,-0.0,-0.0,-0.0
5231,-0.0,-0.0,-0.0
5255,-0.0,-0.0,-0.0
5280,-0.0,-0.0,-0.0
5308,-0.0,-0.0,-0.0
5333,-0.0,-0.0,-0.0
5358,-0.0,-0.0,-0.0
5382,-0.0,-0.0,-0.0
5407,-0.0,-0.0,-0.0
5440,-0.0,-0.0,-0.0
5473,-0.0,-0.0,-0.0
5505,-0.0,-0.0,-0.0
5534,-0.0,-0.0,-0.0
5567,-0.0,-0.0,-0.0
5595,-0.0,-0.0,-0.0
5628,-0.0,-0.0,-0.0
5661,-0.0,-0.0,-0.0
5690,-0.0,-0.0,-0.0
5722,-0.0,-0.0,-0.0
5755,-0.0,-0.0,-0.0
5784,-0.0,-0.0,-0.0
5808,-0.0,-0.0,-0.0
5833,-0.0,-0.0,-0.0
5857,-0.0,-0.0,-0.0
5890,-0.0,-0.0,-0.0
5923,-0.0,-0.0,-0.0
5951,-0.0,-0.0,-0.0
5985,-0.0,-0.0,-0.0
6017,-0.0,-0.0,-0.0
6046,-0.0,-0.0,-0.0
6078,-0.0,-0.0,-0.0
6108,-0.0,-0.0,-0.0
6136,-0.0,-0.0,-0.0
6160,-0.0,-0.0,-0.0
6185,-0.0,-0.0,-0.0
6210,-0.0,-0.0,-0.0
6234,-0.0,-0.0,-0.0
6260,-0.0,-0.0,-0.0
6284,-0.0,-0.0,-0.0
6308,-0.0,-0.0,-0.0
6333,-0.0,-0.0,-0.0
