time_ms,ax,ay,az
1755,0.198,0.038,0.932
1780,0.206,0.047,0.934
1801,0.202,0.036,0.933
1825,0.205,0.042,0.938
1845,0.198,0.042,0.933
1870,0.206,0.04,0.933
1891,0.201,0.045,0.935
1911,0.204,0.045,0.935
1936,0.198,0.044,0.94
1956,0.205,0.039,0.937
1981,0.203,0.044,0.931
2001,0.209,0.048,0.93
2026,0.206,0.046,0.942
2046,0.206,0.043,0.938
2071,0.195,0.043,0.93
2091,0.198,0.045,0.933
2116,0.207,0.041,0.935
2137,0.201,0.044,0.936
2161,0.194,0.041,0.941
2181,0.197,0.044,0.938
2206,0.202,0.042,0.932
2226,0.202,0.037,0.938
2251,0.2,0.038,0.934
2272,0.194,0.048,0.938
2296,0.201,0.046,0.926
2317,0.201,0.042,0.932
2341,0.206,0.037,0.918
2362,0.2,0.046,0.944
2386,0.204,0.043,0.943
2407,0.212,0.042,0.928
2431,0.199,0.041,0.928
2452,0.134,0.032,1.081
2476,0.205,0.038,0.928
2497,0.18,0.049,0.94
2522,0.192,0.042,0.937
2542,0.196,0.038,0.944
2566,0.194,0.044,0.937
2587,0.199,0.047,0.938
2611,0.203,0.045,0.934
2632,0.203,0.041,0.931
2653,0.201,0.042,0.928
2677,0.201,0.043,0.942
2697,0.196,0.048,0.942
2722,0.204,0.041,0.939
2743,0.199,0.047,0.932
2767,0.201,0.048,0.929
2788,0.202,0.045,0.933
2812,0.201,0.042,0.938
2833,0.201,0.038,0.929
2869,0.203,0.041,0.928
2902,0.202,0.04,0.926
2939,0.2,0.043,0.939
2972,0.199,0.045,0.934
3005,0.203,0.045,0.941
3029,0.202,0.043,0.935
3050,0.201,0.043,0.928
3070,0.196,0.039,0.929
3095,0.187,0.048,0.951
3115,0.2,0.047,0.942
3136,0.2,0.042,0.932
3160,0.194,0.048,0.937
3189,0.204,0.041,0.938
3214,0.212,0.037,0.928
3242,0.206,0.043,0.937
3271,0.203,0.049,0.936
3300,0.192,0.05,0.942
3320,0.199,0.052,0.97
3345,0.206,0.041,0.944
3369,0.208,0.046,0.911
3398,0.197,0.044,0.94
3426,0.204,0.045,0.932
3455,0.191,0.048,0.921
3484,0.199,0.045,0.931
3504,0.193,0.047,0.953
3529,0.198,0.044,0.939
3550,0.2,0.039,0.955
3570,0.189,0.045,0.943
3594,0.2,0.041,0.936
3615,0.198,0.043,0.939
3636,0.201,0.039,0.934
3660,0.207,0.036,0.926
3681,0.199,0.045,0.942
3701,0.198,0.038,0.928
3725,0.204,0.049,0.93
3746,0.197,0.042,0.931
3766,0.198,0.044,0.94
3791,0.202,0.04,0.924
3811,0.213,0.047,0.923
3832,0.196,0.045,0.937
3857,0.201,0.04,0.934
3877,0.203,0.046,0.933
3898,0.201,0.039,0.942
3922,0.21,0.039,0.935
3942,0.187,0.04,0.943
3971,0.208,0.038,0.927
4000,0.202,0.045,0.938
4028,0.205,0.046,0.94
4054,0.202,0.043,0.934
4082,0.199,0.039,0.936
4110,0.197,0.044,0.941
4139,0.193,0.044,0.941
4168,0.199,0.043,0.943
4197,0.207,0.041,0.938
4225,0.204,0.044,0.937
4246,0.193,0.044,0.939
4266,0.204,0.04,0.938
4291,0.203,0.039,0.924
4311,0.206,0.04,0.93
4332,0.203,0.047,0.932
4356,0.202,0.044,0.932
4377,0.196,0.045,0.94
4397,0.195,0.042,0.943
4422,0.198,0.053,0.928
4442,0.199,0.04,0.938
4463,0.202,0.043,0.931
4487,0.198,0.045,0.936
4508,0.203,0.043,0.929
4536,0.202,0.038,0.936
4565,0.201,0.039,0.938
4594,0.194,0.047,0.932
4622,0.202,0.046,0.937
4651,0.202,0.042,0.925
4676,0.202,0.042,0.929
4696,0.197,0.042,0.933
4717,0.199,0.042,0.936
4741,0.205,0.034,0.935
4762,0.196,0.046,0.933
4786,0.201,0.044,0.931
4807,0.2,0.047,0.938
4827,0.2,0.035,0.932
4852,0.191,0.045,0.937
4872,0.198,0.04,0.94
4893,0.206,0.045,0.938
4918,0.209,0.042,0.961
4938,0.199,0.038,0.932
4958,0.198,0.042,0.923
4983,0.198,0.045,0.934
5003,0.207,0.047,0.934
5024,0.198,0.037,0.93
5049,0.201,0.046,0.928
5069,0.198,0.043,0.934
5089,0.204,0.044,0.934
5114,0.202,0.046,0.932
5135,0.2,0.05,0.934
5155,0.198,0.043,0.941
5179,0.201,0.04,0.928
5200,0.205,0.047,0.932
5220,0.203,0.044,0.941
5245,0.207,0.047,0.933
5266,0.2,0.047,0.939
5286,0.206,0.039,0.936
5310,0.201,0.042,0.938
5331,0.195,0.042,0.93
5352,0.201,0.044,0.938
5376,0.201,0.043,0.936
5397,0.201,0.039,0.934
5417,0.198,0.041,0.925
5442,0.202,0.043,0.933
5462,0.2,0.043,0.934
5483,0.201,0.043,0.943
5507,0.205,0.039,0.933
5528,0.204,0.042,0.925
5548,0.199,0.043,0.939
5573,0.196,0.044,0.94
5602,0.201,0.044,0.918
5630,0.201,0.04,0.939
5659,0.198,0.046,0.918
5687,0.206,0.039,0.934
5716,0.198,0.04,0.944
5745,0.207,0.041,0.934
5773,0.205,0.045,0.948
5798,0.2,0.049,0.942
5822,0.198,0.048,0.93
5843,0.203,0.044,0.923
5863,0.208,0.039,0.926
5888,0.205,0.032,0.933
5909,0.194,0.033,0.906
5929,0.188,0.038,0.929
5954,0.182,0.039,0.963
5974,0.177,0.057,0.917
5995,0.182,0.064,0.884
6019,0.183,0.031,0.967
6040,0.179,0.05,0.954
6064,0.19,0.051,0.936
6085,0.181,0.059,0.931
6105,0.167,0.071,0.918
6130,0.189,0.046,0.929
6150,0.176,0.055,0.952
6171,0.194,0.054,0.94
6199,0.174,0.067,0.938
6228,0.181,0.056,0.94
6257,0.177,0.059,0.932
6286,0.186,0.04,0.95
6314,0.184,0.06,0.936
6343,0.177,0.063,0.928
6371,0.181,0.06,0.94
6400,0.184,0.046,0.948
6424,0.183,0.041,0.957
6445,0.174,0.067,0.936
6466,0.184,0.064,0.939
6490,0.185,0.056,0.938
6511,0.178,0.057,0.943
6531,0.179,0.047,0.95
6556,0.186,0.052,0.943
6576,0.179,0.054,0.942
6597,0.182,0.056,0.944
6621,0.183,0.056,0.936
6642,0.184,0.055,0.94
6662,0.179,0.057,0.945
6687,0.176,0.058,0.945
6707,0.181,0.049,0.938
6728,0.19,0.055,0.935
6753,0.181,0.056,0.944
6773,0.182,0.057,0.934
6793,0.183,0.049,0.934
6822,0.188,0.054,0.931
6855,0.185,0.059,0.944
6875,0.18,0.055,0.942
6896,0.177,0.056,0.929
6920,0.178,0.056,0.94
6941,0.185,0.06,0.938
6961,0.184,0.054,0.946
6986,0.181,0.049,0.931
7006,0.182,0.056,0.942
7027,0.183,0.057,0.937
7051,0.186,0.059,0.924
7072,0.182,0.055,0.935
7092,0.183,0.055,0.94
7117,0.18,0.058,0.95
7137,0.18,0.057,0.941
7158,0.183,0.056,0.933
7182,0.184,0.051,0.942
7211,0.185,0.055,0.938
7240,0.185,0.06,0.939
7268,0.181,0.052,0.943
7297,0.179,0.051,0.941
7326,0.178,0.06,0.931
7354,0.178,0.062,0.936
7383,0.187,0.055,0.945
7412,0.179,0.049,0.936
7440,0.177,0.053,0.936
7469,0.177,0.052,0.944
7494,0.176,0.051,0.939
7522,0.181,0.059,0.928
7551,0.179,0.053,0.941
7580,0.182,0.058,0.935
7608,0.187,0.053,0.937
7637,0.18,0.054,0.943
7665,0.175,0.053,0.944
7686,0.18,0.06,0.937
7707,0.179,0.054,0.932
7731,0.18,0.057,0.943
7752,0.182,0.055,0.929
7772,0.182,0.055,0.938
7797,0.181,0.045,0.94
7817,0.178,0.055,0.94
7838,0.177,0.057,0.937
7862,0.184,0.057,0.935
7883,0.173,0.055,0.947
7911,0.185,0.055,0.924
7940,0.177,0.052,0.943
7965,0.183,0.056,0.947
7993,0.182,0.058,0.933
8022,0.182,0.058,0.938
8051,0.18,0.054,0.935
8079,0.182,0.053,0.938
8108,0.18,0.052,0.938
8137,0.185,0.052,0.935
8161,0.179,0.061,0.931
8194,0.177,0.057,0.939
8223,0.179,0.056,0.933
8251,0.178,0.048,0.933
8280,0.18,0.046,0.936
8309,0.181,0.062,0.935
8337,0.187,0.054,0.947
8366,0.181,0.052,0.947
8390,0.178,0.056,0.93
8411,0.178,0.048,0.938
8431,0.177,0.05,0.946
8456,0.18,0.055,0.944
8477,0.183,0.055,0.942
8497,0.176,0.057,0.95
8522,0.177,0.051,0.938
8542,0.184,0.049,0.928
8563,0.182,0.057,0.936
8587,0.184,0.053,0.944
8608,0.186,0.052,0.94
8628,0.178,0.056,0.943
8653,0.182,0.051,0.934
8673,0.175,0.056,0.933
8694,0.183,0.056,0.937
8722,0.182,0.052,0.945
8755,0.18,0.054,0.936
8784,0.182,0.054,0.946
8812,0.18,0.056,0.943
8841,0.184,0.053,0.935
8870,0.184,0.054,0.938
8898,0.181,0.055,0.94
8923,0.182,0.055,0.938
8952,0.177,0.053,0.934
8981,0.186,0.058,0.935
9009,0.177,0.053,0.942
9038,0.179,0.053,0.935
9067,0.178,0.048,0.941
9095,0.176,0.061,0.936
9120,0.187,0.053,0.944
9149,0.174,0.052,0.929
9177,0.18,0.055,0.941
9201,0.183,0.052,0.945
9222,0.183,0.054,0.947
9243,0.177,0.057,0.934
9267,0.182,0.051,0.937
9288,0.179,0.058,0.939
9308,0.188,0.056,0.939
9333,0.185,0.052,0.932
9353,0.181,0.056,0.943
9374,0.184,0.059,0.937
9398,0.178,0.053,0.939
9418,0.179,0.058,0.938
9439,0.183,0.052,0.942
9464,0.178,0.053,0.941
9485,0.18,0.06,0.938
9513,0.178,0.059,0.938
9541,0.17,0.063,0.948
9566,0.194,0.054,0.915
9595,0.185,0.041,0.94
9623,0.169,0.05,0.954
9653,0.192,0.044,0.928
9681,0.182,0.078,0.935
9701,0.183,0.055,0.936
9726,0.171,0.053,0.938
9746,0.173,0.049,0.93
9767,0.2,0.041,0.932
9791,0.178,0.066,0.941
9812,0.173,0.062,0.931
9832,0.183,0.051,0.931
9857,0.183,0.038,0.94
9877,0.178,0.045,0.934
9898,0.173,0.048,0.946
9922,0.187,0.046,0.936
9943,0.19,0.059,0.937
9964,0.176,0.063,0.936
9988,0.187,0.053,0.935
10008,0.179,0.042,0.941
10029,0.176,0.045,0.945
10054,0.185,0.044,0.936
10074,0.175,0.051,0.929
10094,0.186,0.057,0.937
10119,0.185,0.056,0.948
10140,0.174,0.06,0.936
10160,0.178,0.046,0.94
10185,0.183,0.042,0.941
10205,0.181,0.046,0.931
10226,0.177,0.052,0.934
10250,0.184,0.064,0.935
10271,0.183,0.054,0.942
10291,0.183,0.05,0.941
10316,0.188,0.045,0.934
10337,0.181,0.056,0.926
10357,0.184,0.051,0.942
10381,0.18,0.053,0.95
10402,0.18,0.055,0.935
10422,0.187,0.055,0.916
10447,0.182,0.052,0.955
10468,0.182,0.053,0.926
10488,0.178,0.053,0.927
10512,0.188,0.054,0.928
10533,0.173,0.059,0.938
10554,0.182,0.052,0.939
10578,0.175,0.058,0.943
10598,0.186,0.057,0.944
10619,0.185,0.056,0.944
10643,0.183,0.053,0.938
10664,0.182,0.051,0.923
10684,0.186,0.054,0.921
10709,0.187,0.052,0.935
10730,0.171,0.044,0.95
10750,0.178,0.055,0.938
10774,0.178,0.047,0.936
10795,0.179,0.051,0.941
10815,0.187,0.048,0.943
10840,0.174,0.047,0.953
10860,0.195,0.05,0.924
10881,0.188,0.096,0.832
10905,0.208,0.028,0.954
10926,0.167,0.064,0.925
10946,0.19,0.047,0.955
10971,0.174,0.046,0.96
10991,0.172,0.055,0.98
11012,0.169,0.103,0.85
11036,0.165,0.09,0.919
11057,0.211,0.041,0.941
11077,0.177,0.055,0.96
11102,0.167,0.075,0.931
11122,0.166,0.073,0.938
11143,0.181,0.075,0.924
11167,0.195,0.06,0.943
11188,0.168,0.068,0.934
11209,0.164,0.075,0.947
11233,0.24,0.026,0.954
11254,0.159,0.082,0.935
11274,0.183,0.065,0.946
11298,0.169,0.077,0.937
11319,0.182,0.074,0.928
11340,0.171,0.068,0.937
11364,0.164,0.068,0.94
11384,0.187,0.05,0.955
11405,0.18,0.065,0.933
11429,0.185,0.072,0.931
11450,0.179,0.077,0.927
11471,0.185,0.062,0.947
11495,0.182,0.07,0.937
11516,0.178,0.07,0.936
11536,0.17,0.066,0.95
11561,0.175,0.058,0.946
11581,0.175,0.054,0.937
11602,0.179,0.065,0.943
11626,0.171,0.068,0.941
11647,0.17,0.072,0.927
11667,0.174,0.077,0.934
11692,0.188,0.057,0.937
11712,0.159,0.076,0.946
11733,0.181,0.061,0.938
11757,0.183,0.06,0.938
11778,0.177,0.061,0.947
11798,0.173,0.073,0.935
11823,0.174,0.072,0.934
11843,0.175,0.08,0.933
11864,0.186,0.064,0.934
11888,0.174,0.064,0.944
11909,0.175,0.06,0.946
11929,0.176,0.065,0.949
11954,0.168,0.065,0.938
11974,0.182,0.072,0.932
11995,0.176,0.069,0.94
12019,0.173,0.064,0.941
12040,0.181,0.068,0.933
12060,0.172,0.073,0.933
12085,0.177,0.073,0.938
12105,0.176,0.062,0.942
12126,0.185,0.052,0.939
12150,0.179,0.061,0.932
12171,0.172,0.072,0.946
12192,0.178,0.075,0.934
12216,0.175,0.073,0.936
12237,0.189,0.052,0.939
12257,0.157,0.072,0.947
12282,0.169,0.061,0.942
12302,0.177,0.058,0.933
12327,0.175,0.065,0.946
12347,0.175,0.063,0.945
12368,0.17,0.071,0.929
12392,0.185,0.055,0.941
12413,0.171,0.064,0.947
12433,0.177,0.067,0.942
12458,0.175,0.057,0.938
12478,0.175,0.062,0.941
12499,0.219,0.03,0.93
12523,0.164,0.065,0.937
12544,0.184,0.055,0.945
12564,0.16,0.081,0.945
12589,0.169,0.066,0.927
12609,0.172,0.053,0.949
12630,0.191,0.041,0.946
12654,0.175,0.058,0.937
12675,0.18,0.047,0.94
12695,0.163,0.07,0.938
12720,0.184,0.058,0.935
12740,0.177,0.065,0.937
12761,0.179,0.054,0.946
12785,0.174,0.056,0.942
12806,0.174,0.06,0.934
12826,0.179,0.06,0.934
12851,0.176,0.063,0.937
12871,0.177,0.059,0.942
