time_ms,ax,ay,az
8,-0.0,-0.0,-0.0
32,-0.0,-0.0,-0.0
57,-0.0,-0.0,-0.0
81,-0.0,-0.0,-0.0
110,-0.0,-0.0,-0.0
134,-0.0,-0.0,-0.0
159,-0.0,-0.0,-0.0
184,-0.0,-0.0,-0.0
209,-0.0,-0.0,-0.0
233,-0.0,-0.0,-0.0
258,-0.0,-0.0,-0.0
282,-0.0,-0.0,-0.0
307,-0.0,-0.0,-0.0
331,-0.0,-0.0,-0.0
360,-0.0,-0.0,-0.0
384,-0.0,-0.0,-0.0
409,-0.0,-0.0,-0.0
434,-0.0,-0.0,-0.0
458,-0.0,-0.0,-0.0
483,-0.0,-0.0,-0.0
508,-0.0,-0.0,-0.0
532,-0.0,-0.0,-0.0
557,-0.0,-0.0,-0.0
581,-0.0,-0.0,-0.0
610,-0.0,-0.0,-0.0
634,-0.0,-0.0,-0.0
659,-0.0,-0.0,-0.0
683,-0.0,-0.0,-0.0
708,-0.0,-0.0,-0.0
733,-0.0,-0.0,-0.0
758,-0.0,-0.0,-0.0
782,-0.0,-0.0,-0.0
807,-0.0,-0.0,-0.0
832,-0.0,-0.0,-0.0
855,-0.0,-0.0,-0.0
884,-0.0,-0.0,-0.0
909,-0.0,-0.0,-0.0
933,-0.0,-0.0,-0.0
958,-0.0,-0.0,-0.0
982,-0.0,-0.0,-0.0
1008,-0.0,-0.0,-0.0
1032,-0.0,-0.0,-0.0
1057,-0.0,-0.0,-0.0
1081,-0.0,-0.0,-0.0
1105,-0.0,-0.0,-0.0
1134,-0.0,-0.0,-0.0
1159,-0.0,-0.0,-0.0
1183,-0.0,-0.0,-0.0
1208,-0.0,-0.0,-0.0
1232,-0.0,-0.0,-0.0
1257,-0.0,-0.0,-0.0
1282,-0.0,-0.0,-0.0
1307,-0.0,-0.0,-0.0
1331,-0.0,-0.0,-0.0
1356,-0.0,-0.0,-0.0
1384,-0.0,-0.0,-0.0
1408,-0.0,-0.0,-0.0
1433,-0.0,-0.0,-0.0
1457,-0.0,-0.0,-0.0
1482,-0.0,-0.0,-0.0
1507,-0.0,-0.0,-0.0
1532,-0.0,-0.0,-0.0
1556,-0.0,-0.0,-0.0
1581,-0.0,-0.0,-0.0
1606,-0.0,-0.0,-0.0
1634,-0.0,-0.0,-0.0
1658,-0.0,-0.0,-0.0
1683,-0.0,-0.0,-0.0
1707,-0.0,-0.0,-0.0
