time_ms,ax,ay,az
3893,0.391,0.247,0.858
3917,0.391,0.24,0.862
3937,0.396,0.231,0.858
3962,0.394,0.237,0.858
3983,0.393,0.223,0.853
4007,0.395,0.241,0.856
4028,0.385,0.234,0.848
4052,0.396,0.238,0.865
4073,0.388,0.232,0.852
4097,0.391,0.236,0.85
4118,0.4,0.237,0.854
4142,0.388,0.238,0.853
4163,0.395,0.243,0.855
4187,0.4,0.232,0.852
4208,0.39,0.236,0.846
4232,0.393,0.234,0.856
4253,0.392,0.229,0.846
4277,0.398,0.23,0.852
4298,0.39,0.233,0.857
4318,0.391,0.237,0.854
4343,0.398,0.23,0.859
4364,0.394,0.242,0.856
4388,0.393,0.243,0.868
4408,0.385,0.245,0.859
4433,0.399,0.232,0.86
4453,0.39,0.234,0.856
4478,0.387,0.237,0.86
4499,0.394,0.239,0.861
4524,0.385,0.234,0.853
4544,0.389,0.24,0.861
4568,0.394,0.239,0.851
4589,0.395,0.238,0.852
4613,0.393,0.238,0.861
4634,0.394,0.237,0.851
4658,0.391,0.237,0.848
4679,0.391,0.239,0.855
4703,0.391,0.236,0.854
4724,0.385,0.238,0.86
4749,0.388,0.244,0.853
4769,0.386,0.228,0.854
4794,0.394,0.241,0.862
4814,0.395,0.236,0.842
4838,0.398,0.229,0.864
4859,0.397,0.236,0.858
4884,0.388,0.237,0.851
4904,0.388,0.235,0.854
4929,0.395,0.236,0.855
4949,0.392,0.243,0.864
4974,0.392,0.239,0.85
4994,0.397,0.232,0.861
5019,0.389,0.234,0.849
5039,0.395,0.236,0.859
5064,0.389,0.24,0.861
5084,0.393,0.239,0.847
5109,0.387,0.235,0.857
5129,0.392,0.233,0.864
5154,0.393,0.236,0.856
5174,0.396,0.234,0.857
5195,0.388,0.234,0.859
5219,0.395,0.235,0.861
5240,0.392,0.232,0.855
5265,0.393,0.236,0.855
5285,0.39,0.239,0.852
5310,0.39,0.238,0.858
5330,0.394,0.238,0.857
5354,0.395,0.233,0.854
5375,0.394,0.238,0.857
5400,0.392,0.24,0.863
5420,0.392,0.232,0.854
5445,0.4,0.236,0.85
5465,0.393,0.236,0.853
5490,0.392,0.23,0.85
5510,0.392,0.237,0.863
5535,0.392,0.235,0.849
5555,0.387,0.239,0.859
5580,0.389,0.23,0.858
5600,0.39,0.236,0.852
5625,0.388,0.238,0.86
5645,0.399,0.238,0.863
5670,0.395,0.237,0.86
5691,0.391,0.236,0.858
5715,0.396,0.232,0.857
5736,0.385,0.236,0.853
5760,0.398,0.234,0.855
5781,0.394,0.232,0.865
5805,0.396,0.24,0.865
5826,0.386,0.235,0.855
5850,0.392,0.232,0.859
5870,0.398,0.23,0.849
5895,0.397,0.238,0.847
5916,0.394,0.241,0.86
5940,0.39,0.237,0.864
5961,0.388,0.232,0.856
5985,0.387,0.227,0.848
6006,0.392,0.24,0.851
6026,0.391,0.235,0.868
6051,0.393,0.235,0.852
6071,0.391,0.24,0.862
6096,0.394,0.232,0.858
6117,0.387,0.237,0.854
6141,0.392,0.236,0.853
6162,0.388,0.24,0.858
6186,0.395,0.235,0.857
6207,0.392,0.238,0.854
6231,0.396,0.238,0.862
6252,0.395,0.233,0.851
6276,0.386,0.236,0.851
6297,0.39,0.24,0.855
6321,0.384,0.233,0.851
6342,0.391,0.241,0.861
6367,0.396,0.237,0.855
6387,0.386,0.237,0.845
6412,0.396,0.239,0.854
6432,0.387,0.24,0.864
6456,0.393,0.237,0.855
6477,0.389,0.235,0.856
6501,0.396,0.235,0.85
6522,0.389,0.236,0.854
6546,0.393,0.235,0.86
6567,0.397,0.238,0.849
6591,0.39,0.239,0.863
6612,0.396,0.234,0.846
6636,0.396,0.24,0.856
6657,0.396,0.23,0.854
6681,0.392,0.24,0.866
6702,0.399,0.24,0.849
6727,0.395,0.238,0.854
6747,0.395,0.233,0.863
6771,0.395,0.238,0.863
6792,0.395,0.236,0.853
6817,0.392,0.228,0.852
6837,0.391,0.241,0.862
6862,0.39,0.23,0.858
6883,0.39,0.243,0.858
6903,0.389,0.236,0.852
6927,0.396,0.238,0.849
6948,0.393,0.238,0.859
6972,0.391,0.231,0.855
6993,0.398,0.238,0.86
7018,0.393,0.239,0.862
7038,0.396,0.236,0.86
7063,0.395,0.241,0.859
7083,0.384,0.24,0.859
7108,0.388,0.239,0.862
7128,0.384,0.238,0.856
7153,0.392,0.238,0.855
7173,0.397,0.232,0.855
7197,0.406,0.226,0.848
7218,0.396,0.234,0.848
7243,0.384,0.24,0.852
7263,0.384,0.251,0.848
7288,0.382,0.246,0.853
7308,0.399,0.234,0.869
7333,0.397,0.229,0.85
7353,0.396,0.236,0.856
7378,0.393,0.235,0.854
7398,0.391,0.239,0.854
7423,0.388,0.244,0.868
7443,0.389,0.249,0.859
7468,0.387,0.243,0.856
7488,0.393,0.235,0.866
7513,0.405,0.229,0.85
7534,0.405,0.228,0.858
7558,0.405,0.233,0.869
7579,0.384,0.231,0.855
7603,0.382,0.234,0.854
7623,0.39,0.234,0.858
7648,0.388,0.241,0.857
7669,0.395,0.237,0.859
7693,0.396,0.232,0.86
7714,0.403,0.23,0.857
7734,0.4,0.232,0.849
7759,0.39,0.228,0.847
7779,0.39,0.235,0.862
7804,0.386,0.24,0.869
7825,0.386,0.241,0.858
7849,0.388,0.234,0.863
7869,0.397,0.227,0.853
7894,0.395,0.233,0.85
7915,0.399,0.232,0.852
7939,0.391,0.236,0.86
7960,0.386,0.247,0.854
7984,0.382,0.239,0.857
8005,0.384,0.239,0.851
8029,0.391,0.24,0.848
8050,0.387,0.236,0.853
8074,0.402,0.231,0.862
8095,0.399,0.236,0.849
8119,0.396,0.23,0.862
8140,0.443,0.235,0.774
8164,0.391,0.251,0.836
8185,0.387,0.249,0.809
8209,0.43,0.193,0.89
8230,0.418,0.237,0.804
8254,0.312,0.31,0.83
8275,0.469,0.153,0.928
8300,0.358,0.267,0.826
8320,0.386,0.259,0.816
8345,0.376,0.247,0.878
8365,0.388,0.231,0.884
8389,0.368,0.256,0.851
8410,0.44,0.214,0.84
8434,0.385,0.246,0.817
8455,0.35,0.241,0.9
8480,0.374,0.246,0.867
8500,0.266,0.321,0.848
8525,0.43,0.153,0.959
8545,0.401,0.187,0.943
8566,0.321,0.284,0.861
8590,0.425,0.231,0.794
8611,0.407,0.211,0.869
8635,0.351,0.243,0.896
8656,0.437,0.214,0.852
8680,0.325,0.27,0.87
8701,0.395,0.192,0.94
8726,0.387,0.189,0.915
8746,0.384,0.233,0.834
8770,0.391,0.224,0.857
8791,0.414,0.196,0.897
8816,0.042,0.538,0.817
8840,2.0,-1.397,2.0
8861,0.496,-0.062,0.776
8885,0.322,0.578,0.53
8906,0.147,-0.318,1.415
8930,-0.01,-0.427,1.185
8955,0.087,-0.27,0.764
8976,0.416,0.029,0.893
8997,0.385,0.004,0.97
9020,0.276,0.105,0.843
9041,0.354,0.021,0.794
9061,0.146,0.332,0.756
