time_ms,ax,ay,az
10686,0.409,0.18,0.866
10707,0.404,0.171,0.862
10731,0.406,0.176,0.863
10752,0.422,0.166,0.86
10777,0.409,0.175,0.858
10797,0.401,0.177,0.863
10822,0.409,0.175,0.871
10842,0.401,0.173,0.868
10867,0.397,0.18,0.865
10887,0.407,0.177,0.864
10912,0.405,0.171,0.861
10932,0.412,0.174,0.862
10957,0.41,0.174,0.865
10977,0.409,0.169,0.864
11002,0.411,0.181,0.859
11022,0.412,0.174,0.871
11047,0.41,0.171,0.862
11068,0.415,0.179,0.866
11092,0.404,0.185,0.874
11113,0.405,0.177,0.868
11133,0.404,0.173,0.874
11158,0.408,0.176,0.864
11178,0.401,0.174,0.856
11202,0.406,0.179,0.873
11223,0.408,0.176,0.874
11247,0.41,0.178,0.863
11272,0.407,0.176,0.87
11292,0.406,0.178,0.862
11317,0.403,0.176,0.863
11338,0.411,0.174,0.855
11362,0.408,0.177,0.863
11383,0.402,0.175,0.863
11407,0.414,0.172,0.863
11428,0.408,0.179,0.865
11452,0.406,0.174,0.862
11473,0.406,0.176,0.86
11497,0.408,0.176,0.867
11518,0.412,0.181,0.862
11542,0.407,0.172,0.866
11563,0.402,0.176,0.863
11588,0.412,0.173,0.862
11608,0.409,0.177,0.86
11633,0.41,0.177,0.864
11654,0.408,0.178,0.867
11678,0.414,0.178,0.866
11698,0.407,0.173,0.86
11723,0.404,0.171,0.862
11744,0.406,0.174,0.87
11768,0.406,0.176,0.866
11788,0.412,0.174,0.867
11813,0.415,0.173,0.865
11834,0.406,0.176,0.869
11858,0.411,0.175,0.868
11878,0.409,0.169,0.868
11903,0.416,0.182,0.865
11923,0.408,0.171,0.869
11948,0.409,0.177,0.857
11969,0.414,0.172,0.866
11993,0.406,0.172,0.861
12013,0.406,0.174,0.862
12038,0.41,0.185,0.861
12059,0.41,0.169,0.867
12083,0.409,0.176,0.862
12104,0.41,0.179,0.868
12128,0.406,0.175,0.872
12149,0.407,0.172,0.864
12173,0.405,0.178,0.869
12194,0.409,0.167,0.86
12218,0.41,0.177,0.864
12239,0.408,0.175,0.857
12263,0.407,0.175,0.873
12284,0.365,0.202,0.894
12308,0.43,0.151,0.864
12329,0.375,0.2,0.841
12354,0.431,0.147,0.859
12374,0.383,0.163,0.908
12398,0.377,0.171,0.877
12419,0.401,0.136,0.936
12444,0.386,0.154,0.89
12464,0.384,0.154,0.89
12489,0.388,0.177,0.823
12509,0.368,0.079,1.139
12533,0.399,-0.024,0.831
12554,0.16,0.203,0.782
12579,0.563,0.014,0.966
12599,0.323,0.197,0.922
12624,0.462,0.116,0.881
12644,0.351,0.237,0.815
12669,0.418,0.164,0.874
12690,0.409,0.16,0.894
12714,0.403,0.164,0.867
12735,0.39,0.187,0.844
12759,0.407,0.174,0.866
12779,0.413,0.153,0.896
12804,0.395,0.169,0.868
12825,0.392,0.184,0.858
12849,0.404,0.173,0.872
12870,0.408,0.163,0.877
12894,0.391,0.178,0.86
12914,0.391,0.164,0.885
12939,0.412,0.169,0.877
12960,0.406,0.175,0.861
12984,0.382,0.208,0.862
13005,0.431,0.137,0.901
13026,0.402,0.158,0.918
13050,0.411,0.176,0.868
13070,0.398,0.193,0.838
13095,0.387,0.188,0.852
13115,0.403,0.134,0.883
13140,0.076,0.127,0.913
13164,0.438,-0.076,0.82
13185,0.382,0.13,0.831
13205,0.414,0.065,0.921
13230,0.341,0.169,0.857
13251,0.253,0.118,0.895
13275,0.453,0.197,0.86
13296,0.331,0.062,0.877
13320,0.389,-0.006,1.044
13341,0.144,0.049,0.959
13365,0.197,0.096,0.844
13386,0.199,0.132,0.822
13411,0.357,-0.013,0.917
13430,0.289,0.076,0.926
13455,0.315,0.058,0.92
13476,0.252,0.076,0.972
13500,0.292,0.028,0.948
13521,0.321,-0.005,0.931
13545,0.266,0.06,0.937
13566,0.269,0.017,0.906
13590,0.275,0.077,0.965
13611,0.371,-0.053,0.972
13636,0.243,0.092,0.88
13656,0.335,0.173,0.752
13680,0.269,0.02,0.893
13701,0.274,0.037,0.928
13725,0.27,0.036,0.923
13746,0.336,0.057,1.062
13771,0.271,0.038,0.939
13791,0.264,0.034,0.934
13815,0.271,0.062,0.928
13836,0.272,0.055,0.919
13861,0.249,0.057,0.825
13881,0.279,0.082,0.914
13906,0.236,0.063,0.871
13926,0.238,0.039,0.912
13951,0.394,-0.257,1.329
13972,0.222,0.035,0.88
13996,0.252,-0.054,0.963
14016,0.153,-0.277,1.117
14041,0.269,0.025,0.923
14062,0.264,0.037,0.933
14082,0.258,0.075,0.941
14107,0.224,0.083,0.908
14127,0.278,0.054,0.809
14151,0.277,0.077,0.99
14172,0.264,0.017,0.82
14196,0.216,0.125,0.826
14217,0.255,0.018,0.802
14242,0.346,-0.016,1.179
14266,0.356,-0.089,1.346
14287,0.249,0.159,0.701
14307,0.234,0.099,0.669
14332,0.484,-0.481,2.0
14356,0.354,-0.148,1.415
14377,0.247,0.052,0.896
14397,0.246,0.026,0.923
14422,0.14,0.135,0.474
14443,0.13,0.055,0.443
14467,0.356,-0.26,1.221
14488,0.245,0.146,0.895
14512,0.239,-0.122,0.821
14533,0.197,0.12,0.672
14557,0.257,-0.013,0.859
14577,0.197,0.003,0.888
14602,0.267,-0.087,0.916
14627,-0.156,-0.325,1.743
14647,0.268,-0.032,0.731
14672,0.08,-0.246,0.997
14692,0.046,0.171,0.874
14716,0.257,0.003,0.706
14738,0.199,0.056,0.748
14757,0.132,-0.186,0.934
14782,0.235,-0.091,0.887
14807,0.104,-0.037,1.065
14827,0.079,-0.025,1.134
14852,0.068,-0.074,1.01
14872,0.122,0.146,0.516
14897,0.223,-0.099,0.728
14918,0.175,-0.062,1.072
14942,0.159,0.005,0.618
14962,0.141,0.138,0.857
14983,0.062,0.061,0.837
15007,0.066,-0.174,1.023
15032,0.273,-0.034,0.947
15053,0.129,-0.011,0.958
15077,0.078,-0.031,1.221
15097,0.191,0.051,0.989
15122,0.536,-0.234,1.244
15143,0.071,-0.014,1.558
15167,0.034,-0.182,0.696
15188,0.286,0.297,1.061
15212,0.09,0.04,0.5
15233,1.039,0.683,1.242
15253,0.399,0.51,0.932
15278,0.305,0.207,0.848
15298,0.322,0.211,0.859
15323,0.351,0.171,0.896
15343,0.375,0.129,0.925
15368,0.354,0.155,0.898
15388,0.345,0.19,0.869
15413,0.346,0.181,0.871
15434,0.357,0.162,0.904
15458,0.339,0.17,0.899
15479,0.359,0.168,0.882
15503,0.339,0.189,0.859
15524,0.351,0.175,0.87
15548,0.355,0.167,0.873
15573,0.36,0.168,0.876
15594,0.348,0.179,0.879
15618,0.358,0.18,0.872
15639,0.359,0.178,0.886
15663,0.365,0.171,0.876
15683,0.349,0.179,0.916
15708,0.364,0.176,0.863
15729,0.342,0.209,0.823
15753,0.311,0.181,0.72
15773,0.284,0.164,0.916
15798,0.389,0.052,0.964
15819,0.33,0.111,0.854
15843,0.327,0.106,0.884
15863,0.312,0.1,0.864
15888,0.306,0.058,0.97
15908,0.368,-0.014,0.878
15933,0.299,0.013,0.927
15954,0.378,-0.006,0.79
15978,0.293,0.037,0.949
15999,0.259,-0.057,0.887
16023,0.28,-0.018,0.912
16044,0.274,-0.05,0.876
16068,0.27,0.06,0.931
16089,0.337,0.006,0.865
16113,0.304,-0.039,0.913
16134,0.236,0.098,0.96
16154,0.306,0.021,0.906
16179,0.3,0.021,0.933
16199,0.301,0.012,0.917
16224,0.298,0.011,0.916
16245,0.309,0.009,0.909
16269,0.28,0.001,0.935
16290,0.323,0.031,0.911
16314,0.305,0.018,0.931
16335,0.295,0.008,0.93
16359,0.306,0.01,0.915
16379,0.293,0.048,0.986
16404,0.316,-0.033,0.855
16425,0.351,0.025,0.883
16449,0.297,0.002,0.935
16470,0.302,0.042,0.817
16494,0.288,-0.114,0.821
16515,0.267,-0.082,0.904
16540,0.332,0.034,0.925
16560,0.297,-0.029,0.892
16585,0.253,-0.073,0.909
16609,0.294,-0.019,0.913
16630,0.316,-0.004,0.917
16654,0.299,0.003,0.942
16675,0.258,-0.008,0.878
16695,0.208,0.006,0.946
16720,0.235,-0.017,0.943
16744,0.453,-0.111,0.858
16764,0.318,-0.005,0.943
16789,0.3,0.002,0.942
16810,0.311,0.021,0.927
16830,0.235,0.08,0.898
16855,0.213,0.065,0.981
16875,0.28,-0.009,0.941
16896,0.446,0.048,0.988
16921,0.303,0.122,0.976
16945,0.788,-0.152,1.197
16965,0.283,0.067,0.883
16986,0.395,0.227,0.785
17010,0.342,-0.125,0.896
17031,0.356,0.024,1.021
17055,0.32,0.091,0.937
17076,0.182,0.017,0.82
17101,1.05,0.312,1.118
17121,0.394,0.083,0.928
17145,0.357,0.108,0.919
17166,0.384,0.112,0.878
17191,0.373,0.129,0.875
17211,0.378,0.11,0.896
17236,0.262,0.294,0.716
17256,0.421,0.094,0.806
17280,0.329,-0.012,0.783
17301,0.474,0.054,0.844
17326,0.353,0.146,0.854
17346,0.374,0.096,0.929
17371,0.334,0.155,0.895
17391,0.395,0.243,0.481
17416,0.276,0.207,0.878
17437,0.476,0.033,0.946
17461,0.328,0.219,0.821
17481,0.39,0.24,0.736
17506,0.327,0.236,0.838
17527,0.444,0.079,0.968
17551,0.359,0.156,0.9
17572,0.379,0.193,0.845
17593,0.371,0.168,0.855
17616,0.396,0.139,0.905
17637,0.377,0.184,0.868
17662,0.375,0.17,0.865
17682,0.389,0.145,0.906
17707,0.383,0.175,0.876
17727,0.37,0.18,0.853
17752,0.388,0.166,0.891
17773,0.386,0.158,0.885
17797,0.374,0.182,0.87
17817,0.386,0.162,0.875
17842,0.377,0.162,0.891
17862,0.387,0.156,0.881
17887,0.374,0.166,0.874
17907,0.371,0.171,0.871
17932,0.379,0.165,0.875
17952,0.381,0.171,0.88
17978,0.382,0.163,0.87
17997,0.383,0.17,0.873
18022,0.384,0.166,0.873
18043,0.381,0.167,0.875
18067,0.379,0.167,0.892
18088,0.387,0.17,0.87
18112,0.378,0.165,0.871
18132,0.389,0.16,0.887
18157,0.382,0.175,0.878
18178,0.385,0.169,0.869
18202,0.381,0.173,0.866
18223,0.384,0.169,0.873
18247,0.38,0.173,0.886
18268,0.371,0.186,0.872
18292,0.38,0.165,0.887
18313,0.394,0.161,0.863
18337,0.387,0.169,0.865
18358,0.374,0.175,0.857
18382,0.388,0.173,0.876
18403,0.381,0.17,0.883
18427,0.393,0.169,0.881
18448,0.372,0.191,0.873
18468,0.38,0.174,0.866
18493,0.393,0.171,0.879
18513,0.382,0.177,0.885
18538,0.389,0.177,0.861
18559,0.385,0.173,0.878
18583,0.381,0.177,0.876
18604,0.377,0.181,0.865
18628,0.384,0.178,0.882
18649,0.383,0.178,0.857
18673,0.387,0.171,0.877
18694,0.378,0.164,0.913
18719,0.409,0.157,0.876
18739,0.372,0.188,0.861
18763,0.369,0.188,0.867
18784,0.379,0.184,0.88
18809,0.395,0.183,0.855
18829,0.367,0.195,0.884
18853,0.38,0.182,0.885
18874,0.384,0.178,0.861
18898,0.41,0.145,0.912
18919,0.365,0.194,0.876
18943,0.38,0.198,0.859
18964,0.374,0.193,0.866
18989,0.411,0.154,0.896
19010,0.385,0.194,0.866
19034,0.387,0.194,0.853
19054,0.382,0.181,0.866
19079,0.402,0.173,0.884
19099,0.38,0.191,0.875
19124,0.389,0.186,0.869
19145,0.377,0.192,0.873
19169,0.39,0.182,0.862
19189,0.371,0.196,0.879
19214,0.394,0.183,0.876
19234,0.388,0.192,0.868
19259,0.387,0.184,0.872
19279,0.374,0.199,0.855
19304,0.403,0.178,0.881
19324,0.376,0.193,0.874
19345,0.377,0.187,0.876
19370,0.379,0.205,0.871
19390,0.38,0.186,0.855
19414,0.386,0.184,0.854
19436,0.399,0.165,0.887
19460,0.408,0.17,0.879
19480,0.38,0.198,0.86
19505,0.393,0.186,0.86
19525,0.393,0.175,0.89
19550,0.407,0.167,0.868
19571,0.353,0.201,0.88
19595,0.404,0.167,0.868
19615,0.361,0.213,0.837
19640,0.394,0.161,0.875
19660,0.399,0.152,0.906
19685,0.377,0.179,0.878
19706,0.375,0.195,0.838
19730,0.375,0.184,0.873
19751,0.392,0.171,0.889
19775,0.382,0.183,0.872
19795,0.39,0.182,0.863
19820,0.391,0.166,0.88
19841,0.383,0.175,0.883
19865,0.384,0.187,0.859
19886,0.387,0.185,0.867
19910,0.385,0.184,0.865
19931,0.39,0.177,0.874
19955,0.375,0.181,0.871
19976,0.388,0.174,0.87
20000,0.38,0.179,0.879
20021,0.387,0.179,0.878
20045,0.392,0.17,0.863
20066,0.385,0.17,0.88
20090,0.387,0.183,0.875
20111,0.377,0.185,0.861
20136,0.396,0.164,0.875
20156,0.384,0.171,0.889
20180,0.389,0.183,0.862
20201,0.375,0.181,0.873
